date,year,month_num,month_text,day,mean_temp,max_temp,min_temp
25/5/10,2010,5,May,25,27,30,24
26/5/10,2010,5,May,26,28,31,25
27/5/10,2010,5,May,27,27.5,29,26
28/5/10,2010,5,May,28,28.5,31,26
29/5/10,2010,5,May,29,28,31,25
30/5/10,2010,5,May,30,27.5,29,26
31/5/10,2010,5,May,31,26.5,28,25
1/6/10,2010,6,Jun,1,25.5,28,23
2/6/10,2010,6,Jun,2,23,25,21
3/6/10,2010,6,Jun,3,24,27,21
4/6/10,2010,6,Jun,4,26,28,24
5/6/10,2010,6,Jun,5,26,28,24
6/6/10,2010,6,Jun,6,27,30,24
7/6/10,2010,6,Jun,7,26.5,29,24
8/6/10,2010,6,Jun,8,27,29,25
9/6/10,2010,6,Jun,9,26,28,24
10/6/10,2010,6,Jun,10,26.5,28,25
11/6/10,2010,6,Jun,11,28.5,31,26
12/6/10,2010,6,Jun,12,29,32,26
13/6/10,2010,6,Jun,13,30,32,28
14/6/10,2010,6,Jun,14,31,33,29
15/6/10,2010,6,Jun,15,30.5,32,29
16/6/10,2010,6,Jun,16,31,33,29
17/6/10,2010,6,Jun,17,31.5,33,30
18/6/10,2010,6,Jun,18,31,33,29
19/6/10,2010,6,Jun,19,31,33,29
20/6/10,2010,6,Jun,20,31,33,29
21/6/10,2010,6,Jun,21,31.5,34,29
22/6/10,2010,6,Jun,22,30.5,33,28
23/6/10,2010,6,Jun,23,28.5,31,26
24/6/10,2010,6,Jun,24,31,33,29
25/6/10,2010,6,Jun,25,29.5,31,28
26/6/10,2010,6,Jun,26,26.5,28,25
27/6/10,2010,6,Jun,27,27,28,26
28/6/10,2010,6,Jun,28,27.5,30,25
29/6/10,2010,6,Jun,29,29,32,26
30/6/10,2010,6,Jun,30,30,32,28
1/7/10,2010,7,Jul,1,31,34,28
2/7/10,2010,7,Jul,2,32,35,29
3/7/10,2010,7,Jul,3,32,35,29
4/7/10,2010,7,Jul,4,32,35,29
5/7/10,2010,7,Jul,5,32.5,36,29
6/7/10,2010,7,Jul,6,32,34,30
7/7/10,2010,7,Jul,7,32,34,30
8/7/10,2010,7,Jul,8,32,35,29
9/7/10,2010,7,Jul,9,32,34,30
10/7/10,2010,7,Jul,10,32,35,29
11/7/10,2010,7,Jul,11,31,34,28
12/7/10,2010,7,Jul,12,30.5,34,27
13/7/10,2010,7,Jul,13,31.5,34,29
14/7/10,2010,7,Jul,14,31.5,34,29
15/7/10,2010,7,Jul,15,30,33,27
16/7/10,2010,7,Jul,16,30,33,27
17/7/10,2010,7,Jul,17,28.5,32,25
18/7/10,2010,7,Jul,18,29.5,33,26
19/7/10,2010,7,Jul,19,31,34,28
20/7/10,2010,7,Jul,20,30.5,34,27
21/7/10,2010,7,Jul,21,29,32,26
22/7/10,2010,7,Jul,22,29,31,27
23/7/10,2010,7,Jul,23,28.5,31,26
24/7/10,2010,7,Jul,24,30,32,28
25/7/10,2010,7,Jul,25,29.5,32,27
26/7/10,2010,7,Jul,26,30,33,27
27/7/10,2010,7,Jul,27,29,31,27
28/7/10,2010,7,Jul,28,27.5,31,24
29/7/10,2010,7,Jul,29,29,33,25
30/7/10,2010,7,Jul,30,30.5,33,28
31/7/10,2010,7,Jul,31,31,33,29
1/8/10,2010,8,Aug,1,31.5,34,29
2/8/10,2010,8,Aug,2,30,32,28
3/8/10,2010,8,Aug,3,30,33,27
4/8/10,2010,8,Aug,4,31,34,28
5/8/10,2010,8,Aug,5,30,35,25
6/8/10,2010,8,Aug,6,29.5,33,26
7/8/10,2010,8,Aug,7,30,34,26
8/8/10,2010,8,Aug,8,29.5,33,26
9/8/10,2010,8,Aug,9,31.5,34,29
10/8/10,2010,8,Aug,10,31,34,28
11/8/10,2010,8,Aug,11,30,31,29
12/8/10,2010,8,Aug,12,30.5,32,29
13/8/10,2010,8,Aug,13,31.5,34,29
14/8/10,2010,8,Aug,14,30,33,27
15/8/10,2010,8,Aug,15,28,30,26
16/8/10,2010,8,Aug,16,28,30,26
17/8/10,2010,8,Aug,17,29.5,32,27
18/8/10,2010,8,Aug,18,30,33,27
19/8/10,2010,8,Aug,19,30,33,27
20/8/10,2010,8,Aug,20,29.5,33,26
21/8/10,2010,8,Aug,21,31,34,28
22/8/10,2010,8,Aug,22,31.5,34,29
23/8/10,2010,8,Aug,23,29.5,33,26
24/8/10,2010,8,Aug,24,28,30,26
25/8/10,2010,8,Aug,25,29,31,27
26/8/10,2010,8,Aug,26,29,31,27
27/8/10,2010,8,Aug,27,30,33,27
28/8/10,2010,8,Aug,28,29.5,32,27
29/8/10,2010,8,Aug,29,30,33,27
30/8/10,2010,8,Aug,30,30.5,33,28
31/8/10,2010,8,Aug,31,31.5,34,29
1/9/10,2010,9,Sept,1,32,34,30
2/9/10,2010,9,Sept,2,30,32,28
3/9/10,2010,9,Sept,3,27,29,25
4/9/10,2010,9,Sept,4,28,30,26
5/9/10,2010,9,Sept,5,28.5,32,25
6/9/10,2010,9,Sept,6,30,33,27
7/9/10,2010,9,Sept,7,31,33,29
8/9/10,2010,9,Sept,8,31.5,34,29
9/9/10,2010,9,Sept,9,28.5,32,25
10/9/10,2010,9,Sept,10,28,32,24
11/9/10,2010,9,Sept,11,26,27,25
12/9/10,2010,9,Sept,12,28,31,25
13/9/10,2010,9,Sept,13,28,31,25
14/9/10,2010,9,Sept,14,29.5,32,27
15/9/10,2010,9,Sept,15,30,33,27
16/9/10,2010,9,Sept,16,29,32,26
17/9/10,2010,9,Sept,17,29.5,33,26
18/9/10,2010,9,Sept,18,31,34,28
19/9/10,2010,9,Sept,19,32,35,29
20/9/10,2010,9,Sept,20,28.5,32,25
21/9/10,2010,9,Sept,21,25.5,27,24
22/9/10,2010,9,Sept,22,26,28,24
23/9/10,2010,9,Sept,23,28,30,26
24/9/10,2010,9,Sept,24,29,32,26
25/9/10,2010,9,Sept,25,29,31,27
26/9/10,2010,9,Sept,26,29,32,26
27/9/10,2010,9,Sept,27,29,31,27
28/9/10,2010,9,Sept,28,29,32,26
29/9/10,2010,9,Sept,29,30,32,28
30/9/10,2010,9,Sept,30,29,31,27
1/10/10,2010,10,Oct,1,29.5,32,27
2/10/10,2010,10,Oct,2,30.5,34,27
3/10/10,2010,10,Oct,3,29.5,32,27
4/10/10,2010,10,Oct,4,26,27,25
5/10/10,2010,10,Oct,5,25.5,27,24
6/10/10,2010,10,Oct,6,25,27,23
7/10/10,2010,10,Oct,7,26.5,28,25
8/10/10,2010,10,Oct,8,28,30,26
9/10/10,2010,10,Oct,9,26.5,28,25
10/10/10,2010,10,Oct,10,26.5,28,25
11/10/10,2010,10,Oct,11,28.5,30,27
12/10/10,2010,10,Oct,12,29.5,32,27
13/10/10,2010,10,Oct,13,29,32,26
14/10/10,2010,10,Oct,14,30,33,27
15/10/10,2010,10,Oct,15,27,29,25
16/10/10,2010,10,Oct,16,26,28,24
17/10/10,2010,10,Oct,17,27.5,30,25
18/10/10,2010,10,Oct,18,28.5,31,26
19/10/10,2010,10,Oct,19,27.5,30,25
20/10/10,2010,10,Oct,20,27,29,25
21/10/10,2010,10,Oct,21,27,29,25
22/10/10,2010,10,Oct,22,24.5,26,23
23/10/10,2010,10,Oct,23,25.5,28,23
24/10/10,2010,10,Oct,24,25.5,28,23
25/10/10,2010,10,Oct,25,26,28,24
26/10/10,2010,10,Oct,26,22.5,25,20
27/10/10,2010,10,Oct,27,20.5,23,18
28/10/10,2010,10,Oct,28,19,22,16
29/10/10,2010,10,Oct,29,20,23,17
30/10/10,2010,10,Oct,30,19.5,23,16
31/10/10,2010,10,Oct,31,20.5,24,17
1/11/10,2010,11,Nov,1,22,26,18
2/11/10,2010,11,Nov,2,23,26,20
3/11/10,2010,11,Nov,3,22.5,26,19
4/11/10,2010,11,Nov,4,20,23,17
5/11/10,2010,11,Nov,5,18,19,17
6/11/10,2010,11,Nov,6,19,21,17
7/11/10,2010,11,Nov,7,23,26,20
8/11/10,2010,11,Nov,8,23.5,28,19
9/11/10,2010,11,Nov,9,23.5,26,21
10/11/10,2010,11,Nov,10,22.5,26,19
11/11/10,2010,11,Nov,11,22,26,18
12/11/10,2010,11,Nov,12,23.5,28,19
13/11/10,2010,11,Nov,13,24,27,21
14/11/10,2010,11,Nov,14,25,28,22
15/11/10,2010,11,Nov,15,25,27,23
16/11/10,2010,11,Nov,16,22,24,20
17/11/10,2010,11,Nov,17,21,24,18
18/11/10,2010,11,Nov,18,22.5,24,21
19/11/10,2010,11,Nov,19,22,25,19
20/11/10,2010,11,Nov,20,21.5,24,19
21/11/10,2010,11,Nov,21,23,26,20
22/11/10,2010,11,Nov,22,23,26,20
23/11/10,2010,11,Nov,23,22,24,20
24/11/10,2010,11,Nov,24,22,24,20
25/11/10,2010,11,Nov,25,22,25,19
26/11/10,2010,11,Nov,26,20.5,23,18
27/11/10,2010,11,Nov,27,21.5,24,19
28/11/10,2010,11,Nov,28,23,26,20
29/11/10,2010,11,Nov,29,22,25,19
30/11/10,2010,11,Nov,30,22,24,20
1/12/10,2010,12,Dec,1,21,23,19
2/12/10,2010,12,Dec,2,21.5,25,18
3/12/10,2010,12,Dec,3,20.5,24,17
4/12/10,2010,12,Dec,4,21.5,24,19
5/12/10,2010,12,Dec,5,23,26,20
6/12/10,2010,12,Dec,6,24.5,28,21
7/12/10,2010,12,Dec,7,20,23,17
8/12/10,2010,12,Dec,8,18,21,15
9/12/10,2010,12,Dec,9,17.5,21,14
10/12/10,2010,12,Dec,10,20.5,23,18
11/12/10,2010,12,Dec,11,21,22,20
12/12/10,2010,12,Dec,12,21,22,20
13/12/10,2010,12,Dec,13,22,26,18
14/12/10,2010,12,Dec,14,22,24,20
15/12/10,2010,12,Dec,15,16,21,11
16/12/10,2010,12,Dec,16,8.5,10,7
17/12/10,2010,12,Dec,17,9.5,14,5
18/12/10,2010,12,Dec,18,13.5,18,9
19/12/10,2010,12,Dec,19,19,22,16
20/12/10,2010,12,Dec,20,19.5,22,17
21/12/10,2010,12,Dec,21,22,24,20
22/12/10,2010,12,Dec,22,21,24,18
23/12/10,2010,12,Dec,23,20,23,17
24/12/10,2010,12,Dec,24,20,22,18
25/12/10,2010,12,Dec,25,15,19,11
26/12/10,2010,12,Dec,26,12.5,16,9
27/12/10,2010,12,Dec,27,13,17,9
28/12/10,2010,12,Dec,28,15.5,20,11
29/12/10,2010,12,Dec,29,17.5,21,14
30/12/10,2010,12,Dec,30,18,22,14
31/12/10,2010,12,Dec,31,16,19,13
1/1/11,2011,1,Jan,1,15.5,18,13
2/1/11,2011,1,Jan,2,15.5,17,14
3/1/11,2011,1,Jan,3,13,16,10
4/1/11,2011,1,Jan,4,10.5,12,9
5/1/11,2011,1,Jan,5,14,16,12
6/1/11,2011,1,Jan,6,12.5,15,10
7/1/11,2011,1,Jan,7,10,12,8
8/1/11,2011,1,Jan,8,13,16,10
9/1/11,2011,1,Jan,9,14.5,17,12
10/1/11,2011,1,Jan,10,12,14,10
11/1/11,2011,1,Jan,11,10,12,8
12/1/11,2011,1,Jan,12,8,10,6
13/1/11,2011,1,Jan,13,11.5,15,8
14/1/11,2011,1,Jan,14,15.5,18,13
15/1/11,2011,1,Jan,15,13,16,10
16/1/11,2011,1,Jan,16,11.5,14,9
17/1/11,2011,1,Jan,17,11.5,14,9
18/1/11,2011,1,Jan,18,15.5,18,13
19/1/11,2011,1,Jan,19,15.5,18,13
20/1/11,2011,1,Jan,20,15,17,13
21/1/11,2011,1,Jan,21,13,16,10
22/1/11,2011,1,Jan,22,12,14,10
23/1/11,2011,1,Jan,23,15,17,13
24/1/11,2011,1,Jan,24,13,14,12
25/1/11,2011,1,Jan,25,14,16,12
26/1/11,2011,1,Jan,26,14.5,17,12
27/1/11,2011,1,Jan,27,16,18,14
28/1/11,2011,1,Jan,28,15.5,18,13
29/1/11,2011,1,Jan,29,12.5,15,10
30/1/11,2011,1,Jan,30,11.5,15,8
31/1/11,2011,1,Jan,31,12.5,15,10
1/2/11,2011,2,Feb,1,14.5,16,13
2/2/11,2011,2,Feb,2,14.5,17,12
3/2/11,2011,2,Feb,3,17,20,14
4/2/11,2011,2,Feb,4,17.5,22,13
5/2/11,2011,2,Feb,5,18,22,14
6/2/11,2011,2,Feb,6,19,22,16
7/2/11,2011,2,Feb,7,21.5,24,19
8/2/11,2011,2,Feb,8,20,22,18
9/2/11,2011,2,Feb,9,21,25,17
10/2/11,2011,2,Feb,10,19.5,23,16
11/2/11,2011,2,Feb,11,17,19,15
12/2/11,2011,2,Feb,12,14,16,12
13/2/11,2011,2,Feb,13,13,15,11
14/2/11,2011,2,Feb,14,10,12,8
15/2/11,2011,2,Feb,15,11,12,10
16/2/11,2011,2,Feb,16,13,14,12
17/2/11,2011,2,Feb,17,13,14,12
18/2/11,2011,2,Feb,18,14,15,13
19/2/11,2011,2,Feb,19,12.5,14,11
20/2/11,2011,2,Feb,20,14,16,12
21/2/11,2011,2,Feb,21,16,17,15
22/2/11,2011,2,Feb,22,17,19,15
23/2/11,2011,2,Feb,23,18.5,21,16
24/2/11,2011,2,Feb,24,19,23,15
25/2/11,2011,2,Feb,25,21,24,18
26/2/11,2011,2,Feb,26,22.5,28,17
27/2/11,2011,2,Feb,27,21,24,18
28/2/11,2011,2,Feb,28,21,26,16
1/3/11,2011,3,Mar,1,21.5,24,19
2/3/11,2011,3,Mar,2,18,19,17
3/3/11,2011,3,Mar,3,19,22,16
4/3/11,2011,3,Mar,4,17.5,20,15
5/3/11,2011,3,Mar,5,18,20,16
6/3/11,2011,3,Mar,6,20.5,23,18
7/3/11,2011,3,Mar,7,19,22,16
8/3/11,2011,3,Mar,8,15.5,18,13
9/3/11,2011,3,Mar,9,15.5,18,13
10/3/11,2011,3,Mar,10,16,18,14
11/3/11,2011,3,Mar,11,18,20,16
12/3/11,2011,3,Mar,12,19,21,17
13/3/11,2011,3,Mar,13,21,25,17
14/3/11,2011,3,Mar,14,23,26,20
15/3/11,2011,3,Mar,15,19.5,24,15
16/3/11,2011,3,Mar,16,16,19,13
17/3/11,2011,3,Mar,17,16,18,14
18/3/11,2011,3,Mar,18,15.5,17,14
19/3/11,2011,3,Mar,19,16,19,13
20/3/11,2011,3,Mar,20,20,23,17
21/3/11,2011,3,Mar,21,24.5,28,21
22/3/11,2011,3,Mar,22,19.5,23,16
23/3/11,2011,3,Mar,23,16,18,14
24/3/11,2011,3,Mar,24,16.5,19,14
25/3/11,2011,3,Mar,25,17,19,15
26/3/11,2011,3,Mar,26,18.5,20,17
27/3/11,2011,3,Mar,27,15.5,17,14
28/3/11,2011,3,Mar,28,18,21,15
29/3/11,2011,3,Mar,29,19,22,16
30/3/11,2011,3,Mar,30,20,22,18
31/3/11,2011,3,Mar,31,20.5,24,17
1/4/11,2011,4,Apr,1,21.5,25,18
2/4/11,2011,4,Apr,2,22.5,26,19
3/4/11,2011,4,Apr,3,22.5,26,19
4/4/11,2011,4,Apr,4,20.5,23,18
5/4/11,2011,4,Apr,5,20,22,18
6/4/11,2011,4,Apr,6,21,24,18
7/4/11,2011,4,Apr,7,23,26,20
8/4/11,2011,4,Apr,8,23,26,20
9/4/11,2011,4,Apr,9,24,27,21
10/4/11,2011,4,Apr,10,24.5,28,21
11/4/11,2011,4,Apr,11,24.5,29,20
12/4/11,2011,4,Apr,12,24,27,21
13/4/11,2011,4,Apr,13,24,27,21
14/4/11,2011,4,Apr,14,24.5,28,21
15/4/11,2011,4,Apr,15,25.5,29,22
16/4/11,2011,4,Apr,16,27,31,23
17/4/11,2011,4,Apr,17,27,30,24
18/4/11,2011,4,Apr,18,25.5,28,23
19/4/11,2011,4,Apr,19,26,30,22
20/4/11,2011,4,Apr,20,23,25,21
21/4/11,2011,4,Apr,21,25,28,22
22/4/11,2011,4,Apr,22,25.5,28,23
23/4/11,2011,4,Apr,23,21.5,23,20
24/4/11,2011,4,Apr,24,23,27,19
25/4/11,2011,4,Apr,25,24.5,29,20
26/4/11,2011,4,Apr,26,25,30,20
27/4/11,2011,4,Apr,27,27,30,24
28/4/11,2011,4,Apr,28,27.5,30,25
29/4/11,2011,4,Apr,29,24,25,23
30/4/11,2011,4,Apr,30,26,28,24
1/5/11,2011,5,May,1,27.5,30,25
2/5/11,2011,5,May,2,27.5,29,26
3/5/11,2011,5,May,3,27.5,31,24
4/5/11,2011,5,May,4,23,24,22
5/5/11,2011,5,May,5,24.5,27,22
6/5/11,2011,5,May,6,27.5,30,25
7/5/11,2011,5,May,7,28.5,31,26
8/5/11,2011,5,May,8,29,31,27
9/5/11,2011,5,May,9,29,32,26
10/5/11,2011,5,May,10,29.5,32,27
11/5/11,2011,5,May,11,30.5,33,28
12/5/11,2011,5,May,12,30.5,33,28
13/5/11,2011,5,May,13,27,29,25
14/5/11,2011,5,May,14,27,30,24
15/5/11,2011,5,May,15,26,27,25
16/5/11,2011,5,May,16,28,31,25
17/5/11,2011,5,May,17,24,25,23
18/5/11,2011,5,May,18,26.5,30,23
19/5/11,2011,5,May,19,27.5,30,25
20/5/11,2011,5,May,20,27.5,30,25
21/5/11,2011,5,May,21,28,31,25
22/5/11,2011,5,May,22,25.5,28,23
23/5/11,2011,5,May,23,23.5,25,22
24/5/11,2011,5,May,24,22.5,25,20
25/5/11,2011,5,May,25,23,26,20
26/5/11,2011,5,May,26,26,29,23
27/5/11,2011,5,May,27,27,30,24
28/5/11,2011,5,May,28,27.5,31,24
29/5/11,2011,5,May,29,28,31,25
30/5/11,2011,5,May,30,27.5,30,25
31/5/11,2011,5,May,31,27.5,32,23
1/6/11,2011,6,Jun,1,29,32,26
2/6/11,2011,6,Jun,2,29,32,26
3/6/11,2011,6,Jun,3,29.5,32,27
4/6/11,2011,6,Jun,4,29.5,32,27
5/6/11,2011,6,Jun,5,30,32,28
6/6/11,2011,6,Jun,6,31.5,34,29
7/6/11,2011,6,Jun,7,31.5,34,29
8/6/11,2011,6,Jun,8,31,33,29
9/6/11,2011,6,Jun,9,31,33,29
10/6/11,2011,6,Jun,10,31.5,35,28
11/6/11,2011,6,Jun,11,30.5,35,26
12/6/11,2011,6,Jun,12,27.5,30,25
13/6/11,2011,6,Jun,13,29.5,32,27
14/6/11,2011,6,Jun,14,30,33,27
15/6/11,2011,6,Jun,15,31,33,29
16/6/11,2011,6,Jun,16,27.5,30,25
17/6/11,2011,6,Jun,17,29,31,27
18/6/11,2011,6,Jun,18,29.5,32,27
19/6/11,2011,6,Jun,19,30.5,33,28
20/6/11,2011,6,Jun,20,31,34,28
21/6/11,2011,6,Jun,21,32,36,28
22/6/11,2011,6,Jun,22,27.5,29,26
23/6/11,2011,6,Jun,23,27.5,30,25
24/6/11,2011,6,Jun,24,30.5,33,28
25/6/11,2011,6,Jun,25,30,33,27
26/6/11,2011,6,Jun,26,29,30,28
27/6/11,2011,6,Jun,27,31.5,34,29
28/6/11,2011,6,Jun,28,27.5,30,25
29/6/11,2011,6,Jun,29,26.5,29,24
30/6/11,2011,6,Jun,30,27.5,29,26
1/7/11,2011,7,Jul,1,30,32,28
2/7/11,2011,7,Jul,2,30,32,28
3/7/11,2011,7,Jul,3,30,32,28
4/7/11,2011,7,Jul,4,30.5,33,28
5/7/11,2011,7,Jul,5,31,34,28
6/7/11,2011,7,Jul,6,31.5,34,29
7/7/11,2011,7,Jul,7,31.5,34,29
8/7/11,2011,7,Jul,8,32,35,29
9/7/11,2011,7,Jul,9,31,35,27
10/7/11,2011,7,Jul,10,30.5,33,28
11/7/11,2011,7,Jul,11,30,32,28
12/7/11,2011,7,Jul,12,29,30,28
13/7/11,2011,7,Jul,13,30,33,27
14/7/11,2011,7,Jul,14,28.5,31,26
15/7/11,2011,7,Jul,15,28,30,26
16/7/11,2011,7,Jul,16,27.5,29,26
17/7/11,2011,7,Jul,17,30,32,28
18/7/11,2011,7,Jul,18,29.5,33,26
19/7/11,2011,7,Jul,19,28,30,26
20/7/11,2011,7,Jul,20,28,30,26
21/7/11,2011,7,Jul,21,29.5,32,27
22/7/11,2011,7,Jul,22,30,32,28
23/7/11,2011,7,Jul,23,30.5,33,28
24/7/11,2011,7,Jul,24,30,33,27
25/7/11,2011,7,Jul,25,31.5,35,28
26/7/11,2011,7,Jul,26,31,33,29
27/7/11,2011,7,Jul,27,31.5,35,28
28/7/11,2011,7,Jul,28,31.5,36,27
29/7/11,2011,7,Jul,29,29,32,26
30/7/11,2011,7,Jul,30,30,33,27
31/7/11,2011,7,Jul,31,30,33,27
1/8/11,2011,8,Aug,1,30.5,34,27
2/8/11,2011,8,Aug,2,30.5,34,27
3/8/11,2011,8,Aug,3,30.5,34,27
4/8/11,2011,8,Aug,4,31,34,28
5/8/11,2011,8,Aug,5,31,34,28
6/8/11,2011,8,Aug,6,31.5,35,28
7/8/11,2011,8,Aug,7,32,34,30
8/8/11,2011,8,Aug,8,30,33,27
9/8/11,2011,8,Aug,9,29,31,27
10/8/11,2011,8,Aug,10,26.5,28,25
11/8/11,2011,8,Aug,11,29,32,26
12/8/11,2011,8,Aug,12,30,32,28
13/8/11,2011,8,Aug,13,31,34,28
14/8/11,2011,8,Aug,14,31,33,29
15/8/11,2011,8,Aug,15,31,33,29
16/8/11,2011,8,Aug,16,31,34,28
17/8/11,2011,8,Aug,17,30.5,33,28
18/8/11,2011,8,Aug,18,31,34,28
19/8/11,2011,8,Aug,19,31,34,28
20/8/11,2011,8,Aug,20,31,34,28
21/8/11,2011,8,Aug,21,30,31,29
22/8/11,2011,8,Aug,22,30.5,33,28
23/8/11,2011,8,Aug,23,31.5,34,29
24/8/11,2011,8,Aug,24,31.5,35,28
25/8/11,2011,8,Aug,25,31,33,29
26/8/11,2011,8,Aug,26,30.5,33,28
27/8/11,2011,8,Aug,27,31.5,35,28
28/8/11,2011,8,Aug,28,32,35,29
29/8/11,2011,8,Aug,29,32.5,35,30
30/8/11,2011,8,Aug,30,33,36,30
31/8/11,2011,8,Aug,31,33,36,30
1/9/11,2011,9,Sept,1,29,30,28
2/9/11,2011,9,Sept,2,30.5,33,28
3/9/11,2011,9,Sept,3,29,32,26
4/9/11,2011,9,Sept,4,30.5,33,28
5/9/11,2011,9,Sept,5,30.5,33,28
6/9/11,2011,9,Sept,6,30.5,33,28
7/9/11,2011,9,Sept,7,30.5,33,28
8/9/11,2011,9,Sept,8,31,34,28
9/9/11,2011,9,Sept,9,31.5,35,28
10/9/11,2011,9,Sept,10,31.5,34,29
11/9/11,2011,9,Sept,11,30,33,27
12/9/11,2011,9,Sept,12,30.5,34,27
13/9/11,2011,9,Sept,13,31,34,28
14/9/11,2011,9,Sept,14,30.5,34,27
15/9/11,2011,9,Sept,15,30,34,26
16/9/11,2011,9,Sept,16,31,34,28
17/9/11,2011,9,Sept,17,31.5,35,28
18/9/11,2011,9,Sept,18,30,31,29
19/9/11,2011,9,Sept,19,29,33,25
20/9/11,2011,9,Sept,20,26.5,28,25
21/9/11,2011,9,Sept,21,26.5,30,23
22/9/11,2011,9,Sept,22,26.5,29,24
23/9/11,2011,9,Sept,23,26,28,24
24/9/11,2011,9,Sept,24,26.5,29,24
25/9/11,2011,9,Sept,25,25.5,27,24
26/9/11,2011,9,Sept,26,28.5,32,25
27/9/11,2011,9,Sept,27,29.5,32,27
28/9/11,2011,9,Sept,28,30.5,34,27
29/9/11,2011,9,Sept,29,28,30,26
30/9/11,2011,9,Sept,30,28.5,31,26
1/10/11,2011,10,Oct,1,28,30,26
2/10/11,2011,10,Oct,2,27,29,25
3/10/11,2011,10,Oct,3,23.5,26,21
4/10/11,2011,10,Oct,4,23.5,26,21
5/10/11,2011,10,Oct,5,25,27,23
6/10/11,2011,10,Oct,6,25,27,23
7/10/11,2011,10,Oct,7,27,29,25
8/10/11,2011,10,Oct,8,27,29,25
9/10/11,2011,10,Oct,9,27.5,30,25
10/10/11,2011,10,Oct,10,28,31,25
11/10/11,2011,10,Oct,11,26,27,25
12/10/11,2011,10,Oct,12,25.5,27,24
13/10/11,2011,10,Oct,13,27.5,30,25
14/10/11,2011,10,Oct,14,27,29,25
15/10/11,2011,10,Oct,15,26,29,23
16/10/11,2011,10,Oct,16,25.5,28,23
17/10/11,2011,10,Oct,17,26,29,23
18/10/11,2011,10,Oct,18,25,28,22
19/10/11,2011,10,Oct,19,26,28,24
20/10/11,2011,10,Oct,20,25,27,23
21/10/11,2011,10,Oct,21,25,28,22
22/10/11,2011,10,Oct,22,26.5,30,23
23/10/11,2011,10,Oct,23,27,29,25
24/10/11,2011,10,Oct,24,26.5,30,23
25/10/11,2011,10,Oct,25,26,28,24
26/10/11,2011,10,Oct,26,23.5,25,22
27/10/11,2011,10,Oct,27,25.5,28,23
28/10/11,2011,10,Oct,28,26,28,24
29/10/11,2011,10,Oct,29,24.5,27,22
30/10/11,2011,10,Oct,30,24.5,27,22
31/10/11,2011,10,Oct,31,26.5,29,24
1/11/11,2011,11,Nov,1,25.5,28,23
2/11/11,2011,11,Nov,2,26.5,29,24
3/11/11,2011,11,Nov,3,27,30,24
4/11/11,2011,11,Nov,4,29,32,26
5/11/11,2011,11,Nov,5,28,31,25
6/11/11,2011,11,Nov,6,29,31,27
7/11/11,2011,11,Nov,7,28,30,26
8/11/11,2011,11,Nov,8,24,26,22
9/11/11,2011,11,Nov,9,20.5,22,19
10/11/11,2011,11,Nov,10,19,21,17
11/11/11,2011,11,Nov,11,19.5,22,17
12/11/11,2011,11,Nov,12,22,25,19
13/11/11,2011,11,Nov,13,23.5,26,21
14/11/11,2011,11,Nov,14,25,27,23
15/11/11,2011,11,Nov,15,25.5,28,23
16/11/11,2011,11,Nov,16,25,27,23
17/11/11,2011,11,Nov,17,24,25,23
18/11/11,2011,11,Nov,18,25,27,23
19/11/11,2011,11,Nov,19,26.5,29,24
20/11/11,2011,11,Nov,20,23.5,25,22
21/11/11,2011,11,Nov,21,23.5,25,22
22/11/11,2011,11,Nov,22,23,25,21
23/11/11,2011,11,Nov,23,24,26,22
24/11/11,2011,11,Nov,24,21.5,23,20
25/11/11,2011,11,Nov,25,21.5,23,20
26/11/11,2011,11,Nov,26,22.5,24,21
27/11/11,2011,11,Nov,27,23,27,19
28/11/11,2011,11,Nov,28,23.5,27,20
29/11/11,2011,11,Nov,29,24.5,27,22
30/11/11,2011,11,Nov,30,24,26,22
1/12/11,2011,12,Dec,1,18.5,23,14
2/12/11,2011,12,Dec,2,15.5,18,13
3/12/11,2011,12,Dec,3,15,19,11
4/12/11,2011,12,Dec,4,18.5,22,15
5/12/11,2011,12,Dec,5,20.5,22,19
6/12/11,2011,12,Dec,6,21.5,24,19
7/12/11,2011,12,Dec,7,23,25,21
8/12/11,2011,12,Dec,8,19,22,16
9/12/11,2011,12,Dec,9,14.5,16,13
10/12/11,2011,12,Dec,10,14,17,11
11/12/11,2011,12,Dec,11,13,16,10
12/12/11,2011,12,Dec,12,15,18,12
13/12/11,2011,12,Dec,13,17,20,14
14/12/11,2011,12,Dec,14,19.5,21,18
15/12/11,2011,12,Dec,15,19.5,22,17
16/12/11,2011,12,Dec,16,17.5,20,15
17/12/11,2011,12,Dec,17,16,18,14
18/12/11,2011,12,Dec,18,17,20,14
19/12/11,2011,12,Dec,19,16.5,19,14
20/12/11,2011,12,Dec,20,18.5,20,17
21/12/11,2011,12,Dec,21,20,22,18
22/12/11,2011,12,Dec,22,19,21,17
23/12/11,2011,12,Dec,23,14.5,17,12
24/12/11,2011,12,Dec,24,13.5,16,11
25/12/11,2011,12,Dec,25,13.5,17,10
26/12/11,2011,12,Dec,26,16.5,19,14
27/12/11,2011,12,Dec,27,18,21,15
28/12/11,2011,12,Dec,28,18,21,15
29/12/11,2011,12,Dec,29,19,22,16
30/12/11,2011,12,Dec,30,18.5,20,17
31/12/11,2011,12,Dec,31,18,20,16
2/1/12,2012,1,Jan,2,17.5,19,16
3/1/12,2012,1,Jan,3,18,20,16
